OCC_source,OCC_target,out_degree,trans_prob_cc,trans_prob_cc_in
23-1012,33-3010,16,0.004009375,0.0037010817776278303
23-1012,21-1090,16,0.004009375,0.004647638128010092
23-1012,43-4060,16,0.004009375,0.0038979292374733874
23-1012,33-3020,16,0.004009375,0.003858722397528512
23-1012,33-3050,16,0.004009375,0.003986000101907609
23-1012,13-1030,16,0.004009375,0.003721311057463921
23-1012,33-9020,16,0.004009375,0.0036705119800113026
23-1020,23-1011,19,0.003376315789473684,0.003615162304800463
23-1020,23-1012,19,0.003376315789473684,0.003718720433897243
23-1020,13-1030,19,0.003376315789473684,0.003721311057463921
23-1020,21-1020,19,0.003376315789473684,0.004545656890347845
23-1020,23-2010,19,0.003376315789473684,0.003687374512670565
23-1020,25-1000,19,0.003376315789473684,0.004949767642296939
23-1020,13-2060,19,0.003376315789473684,0.0035634832377223332
23-1020,21-1090,19,0.003376315789473684,0.004647638128010092
23-1020,33-3010,19,0.003376315789473684,0.0037010817776278303
23-1020,13-1040,19,0.003376315789473684,0.003816126059653174
23-1020,11-1010,19,0.003376315789473684,0.003999322592347167
23-1020,13-1070,19,0.003376315789473684,0.0037947327941880962
23-1020,43-4030,19,0.003376315789473684,0.0038168080713146496
23-1020,13-2099,19,0.003376315789473684,0.003910696286324022
23-1020,43-6010,19,0.003376315789473684,0.003996869222651773
23-1020,33-3050,19,0.003376315789473684,0.003986000101907609
23-1020,43-4060,19,0.003376315789473684,0.0038979292374733874
23-1020,33-1012,19,0.003376315789473684,0.0037840167425775982
23-1020,23-2090,19,0.003376315789473684,0.003843301876013563
23-2010,23-2090,14,0.004582142857142857,0.003843301876013563
23-2010,43-4030,14,0.004582142857142857,0.0038168080713146496
23-2010,43-6010,14,0.004582142857142857,0.003996869222651773
23-2010,43-4060,14,0.004582142857142857,0.0038979292374733874
23-2010,43-9060,14,0.004582142857142857,0.003822998145567644
23-2010,43-4020,14,0.004582142857142857,0.003960310635950285
23-2010,23-1011,14,0.004582142857142857,0.003615162304800463
23-2010,23-1012,14,0.004582142857142857,0.003718720433897243
23-2010,23-1020,14,0.004582142857142857,0.003713545426065163
23-2010,33-9020,14,0.004582142857142857,0.0036705119800113026
23-2010,13-1040,14,0.004582142857142857,0.003816126059653174
23-2010,13-1030,14,0.004582142857142857,0.003721311057463921
23-2010,43-4160,14,0.004582142857142857,0.003722554789459644
23-2010,19-4060,14,0.004582142857142857,0.0042936579915143795
23-2090,23-2010,19,0.003376315789473684,0.003687374512670565
23-2090,43-4030,19,0.003376315789473684,0.0038168080713146496
23-2090,43-9022,19,0.003376315789473684,0.0043870994845306545
23-2090,43-4070,19,0.003376315789473684,0.004151627854143334
23-2090,31-9094,19,0.003376315789473684,0.003804719350459482
23-2090,43-9060,19,0.003376315789473684,0.003822998145567644
23-2090,43-9021,19,0.003376315789473684,0.004143482270653323
23-2090,43-9040,19,0.003376315789473684,0.0036124034438336735
23-2090,43-4040,19,0.003376315789473684,0.0035897577708440833
23-2090,23-1012,19,0.003376315789473684,0.003718720433897243
23-2090,43-4020,19,0.003376315789473684,0.003960310635950285
23-2090,43-6010,19,0.003376315789473684,0.003996869222651773
23-2090,23-1011,19,0.003376315789473684,0.003615162304800463
23-2090,13-1040,19,0.003376315789473684,0.003816126059653174
23-2090,13-2081,19,0.003376315789473684,0.0035524506077284717
23-2090,23-1020,19,0.003376315789473684,0.003713545426065163
23-2090,13-1030,19,0.003376315789473684,0.003721311057463921
23-2090,43-4130,19,0.003376315789473684,0.003529377890532431
23-2090,43-9080,19,0.003376315789473684,0.0042307808019988
25-1000,11-3020,19,0.003376315789473684,0.007381090782511836
25-1000,11-9040,19,0.003376315789473684,0.004121004555149873
25-1000,11-9190,19,0.003376315789473684,0.004158834734174855
25-1000,19-2040,19,0.003376315789473684,0.004013859412140396
25-1000,29-1170,19,0.003376315789473684,0.007019248991662056
25-1000,11-9010,19,0.003376315789473684,0.00396274406514538
25-1000,27-2030,19,0.003376315789473684,0.003725490328385065
25-1000,17-1010,19,0.003376315789473684,0.0037016378837719296
25-1000,29-1140,19,0.003376315789473684,0.005779783811742315
25-1000,21-1090,19,0.003376315789473684,0.004647638128010092
25-1000,19-2010,19,0.003376315789473684,0.004604066985645933
25-1000,21-1010,19,0.003376315789473684,0.005039422789119903
25-1000,25-9020,19,0.003376315789473684,0.003376315789473684
25-1000,27-2040,19,0.003376315789473684,0.003933881980592506
25-1000,27-3090,19,0.003376315789473684,0.003376315789473684
25-1000,29-2060,19,0.003376315789473684,0.005808344251254719
25-1000,17-2060,19,0.003376315789473684,0.006754832691848669
25-1000,25-9030,19,0.003376315789473684,0.005255907725411078
25-1000,13-1110,19,0.003376315789473684,0.004271442187628334
25-2010,25-2050,8,0.00801875,0.007055651455026454
25-2010,39-9010,8,0.00801875,0.005613125
25-2010,25-2020,8,0.00801875,0.005696505708716235
25-2010,25-2030,8,0.00801875,0.00602702992600549
25-2010,25-3000,8,0.00801875,0.005363644896555114
25-2010,25-1000,8,0.00801875,0.004949767642296939
25-2010,25-9030,8,0.00801875,0.005255907725411078
25-2010,11-9030,8,0.00801875,0.0049424188973221485
25-2020,25-2030,7,0.009164285714285713,0.00602702992600549
25-2020,25-3000,7,0.009164285714285713,0.005363644896555114
25-2020,25-2010,7,0.009164285714285713,0.007275060941043083
25-2020,25-9030,7,0.009164285714285713,0.005255907725411078
25-2020,25-1000,7,0.009164285714285713,0.004949767642296939
25-2020,25-2050,7,0.009164285714285713,0.007055651455026454
25-2020,11-9030,7,0.009164285714285713,0.0049424188973221485
25-2030,25-2020,7,0.009164285714285713,0.005696505708716235
25-2030,25-3000,7,0.009164285714285713,0.005363644896555114
25-2030,25-9030,7,0.009164285714285713,0.005255907725411078
25-2030,25-1000,7,0.009164285714285713,0.004949767642296939
25-2030,25-2010,7,0.009164285714285713,0.007275060941043083
25-2030,11-3130,7,0.009164285714285713,0.0050817240790912484
25-2030,13-1150,7,0.009164285714285713,0.004734206669997434
25-2050,25-2020,8,0.00801875,0.005696505708716235
25-2050,25-3000,8,0.00801875,0.005363644896555114
25-2050,25-2010,8,0.00801875,0.007275060941043083
25-2050,25-2030,8,0.00801875,0.00602702992600549
25-2050,25-9030,8,0.00801875,0.005255907725411078
25-2050,25-1000,8,0.00801875,0.004949767642296939
25-2050,11-9030,8,0.00801875,0.0049424188973221485
25-2050,21-1010,8,0.00801875,0.005039422789119903
25-3000,25-2030,7,0.009164285714285713,0.00602702992600549
25-3000,25-2020,7,0.009164285714285713,0.005696505708716235
25-3000,25-2010,7,0.009164285714285713,0.007275060941043083
25-3000,25-9030,7,0.009164285714285713,0.005255907725411078
25-3000,25-1000,7,0.009164285714285713,0.004949767642296939
25-3000,25-2050,7,0.009164285714285713,0.007055651455026454
25-3000,21-1010,7,0.009164285714285713,0.005039422789119903
25-4010,19-3090,19,0.003376315789473684,0.004010649348111
25-4010,19-4030,19,0.003376315789473684,0.003965446975467486
25-4010,27-1020,19,0.003376315789473684,0.004273536604533569
25-4010,27-1010,19,0.003376315789473684,0.004137759042492596
25-4010,25-1000,19,0.003376315789473684,0.004949767642296939
25-4010,43-9110,19,0.003376315789473684,0.004031436351139952
25-4010,25-4030,19,0.003376315789473684,0.004691329584614946
25-4010,43-4070,19,0.003376315789473684,0.004151627854143334
25-4010,19-4060,19,0.003376315789473684,0.0042936579915143795
25-4010,17-1010,19,0.003376315789473684,0.0037016378837719296
25-4010,43-9080,19,0.003376315789473684,0.0042307808019988
25-4010,49-1010,19,0.003376315789473684,0.004213727996956874
25-4010,43-4120,19,0.003376315789473684,0.0047967885075450864
25-4010,43-9060,19,0.003376315789473684,0.003822998145567644
25-4010,51-9120,19,0.003376315789473684,0.003727468941892747
25-4010,43-4020,19,0.003376315789473684,0.003960310635950285
25-4010,47-2141,19,0.003376315789473684,0.003975155337438619
25-4010,17-3020,19,0.003376315789473684,0.004390182014608795
25-4010,25-9030,19,0.003376315789473684,0.005255907725411078
25-4020,25-4030,11,0.005831818181818182,0.004691329584614946
25-4020,43-4120,11,0.005831818181818182,0.0047967885075450864
25-4020,25-4010,11,0.005831818181818182,0.004342656419603788
25-4020,25-9030,11,0.005831818181818182,0.005255907725411078
25-4020,25-1000,11,0.005831818181818182,0.004949767642296939
25-4020,19-4060,11,0.005831818181818182,0.0042936579915143795
25-4020,43-4070,11,0.005831818181818182,0.004151627854143334
25-4020,27-2010,11,0.005831818181818182,0.004579718223791173
25-4020,13-1110,11,0.005831818181818182,0.004271442187628334
25-4020,27-3042,11,0.005831818181818182,0.005003979485791985
25-4020,11-3130,11,0.005831818181818182,0.0050817240790912484
25-4030,43-4120,13,0.0049346153846153845,0.0047967885075450864
25-4030,43-4070,13,0.0049346153846153845,0.004151627854143334
25-4030,43-9060,13,0.0049346153846153845,0.003822998145567644
25-4030,43-6010,13,0.0049346153846153845,0.003996869222651773
25-4030,43-4170,13,0.0049346153846153845,0.004093665911346295
25-4030,25-4010,13,0.0049346153846153845,0.004342656419603788
25-4030,19-4060,13,0.0049346153846153845,0.0042936579915143795
25-4030,25-1000,13,0.0049346153846153845,0.004949767642296939
25-4030,25-9030,13,0.0049346153846153845,0.005255907725411078
25-4030,43-9080,13,0.0049346153846153845,0.0042307808019988
25-4030,43-9110,13,0.0049346153846153845,0.004031436351139952
25-4030,43-9070,13,0.0049346153846153845,0.004016453238138997
25-4030,27-3042,13,0.0049346153846153845,0.005003979485791985
25-9010,25-4030,11,0.005831818181818182,0.004691329584614946
25-9010,43-4120,11,0.005831818181818182,0.0047967885075450864
25-9010,25-4010,11,0.005831818181818182,0.004342656419603788
25-9010,25-9030,11,0.005831818181818182,0.005255907725411078
25-9010,25-1000,11,0.005831818181818182,0.004949767642296939
25-9010,19-4060,11,0.005831818181818182,0.0042936579915143795
25-9010,43-4070,11,0.005831818181818182,0.004151627854143334
25-9010,27-2010,11,0.005831818181818182,0.004579718223791173
25-9010,13-1110,11,0.005831818181818182,0.004271442187628334
25-9010,27-3042,11,0.005831818181818182,0.005003979485791985
25-9010,11-3130,11,0.005831818181818182,0.0050817240790912484
25-9020,13-1110,10,0.0064150000000000006,0.004271442187628334
25-9020,19-1010,10,0.0064150000000000006,0.004198259702962586
25-9020,25-2030,10,0.0064150000000000006,0.00602702992600549
25-9020,25-1000,10,0.0064150000000000006,0.004949767642296939
25-9020,25-2020,10,0.0064150000000000006,0.005696505708716235
25-9020,19-1030,10,0.0064150000000000006,0.003993020019523778
25-9020,21-1090,10,0.0064150000000000006,0.004647638128010092
25-9020,25-9030,10,0.0064150000000000006,0.005255907725411078
25-9020,45-1010,10,0.0064150000000000006,0.004300182351655463
25-9020,45-2010,10,0.0064150000000000006,0.004081316353991832
25-9030,11-3130,8,0.00801875,0.0050817240790912484
25-9030,13-1150,8,0.00801875,0.004734206669997434
25-9030,21-1010,8,0.00801875,0.005039422789119903
25-9030,25-3000,8,0.00801875,0.005363644896555114
25-9030,25-2020,8,0.00801875,0.005696505708716235
25-9030,25-1000,8,0.00801875,0.004949767642296939
25-9030,25-2030,8,0.00801875,0.00602702992600549
25-9030,11-9030,8,0.00801875,0.0049424188973221485
25-9040,25-9030,9,0.007127777777777777,0.005255907725411078
25-9040,25-3000,9,0.007127777777777777,0.005363644896555114
25-9040,25-2020,9,0.007127777777777777,0.005696505708716235
25-9040,25-2010,9,0.007127777777777777,0.007275060941043083
25-9040,25-1000,9,0.007127777777777777,0.004949767642296939
25-9040,25-2050,9,0.007127777777777777,0.007055651455026454
25-9040,21-1010,9,0.007127777777777777,0.005039422789119903
25-9040,25-2030,9,0.007127777777777777,0.00602702992600549
25-9040,11-3130,9,0.007127777777777777,0.0050817240790912484
27-1010,51-9070,19,0.003376315789473684,0.003674501848985208
27-1010,27-4030,19,0.003376315789473684,0.004426086904946619
27-1010,51-6050,19,0.003376315789473684,0.003616850705194358
27-1010,11-9190,19,0.003376315789473684,0.004158834734174855
27-1010,13-1190,19,0.003376315789473684,0.004254854649736996
27-1010,51-9194,19,0.003376315789473684,0.003437170953401604
27-1010,27-3030,19,0.003376315789473684,0.004080181912614067
27-1010,43-9030,19,0.003376315789473684,0.00419748402255639
27-1010,51-7030,19,0.003376315789473684,0.0036980864078087375
27-1010,51-9120,19,0.003376315789473684,0.003727468941892747
27-1010,27-2010,19,0.003376315789473684,0.004579718223791173
27-1010,27-1020,19,0.003376315789473684,0.004273536604533569
27-1010,51-6092,19,0.003376315789473684,0.003449414129686962
27-1010,27-4020,19,0.003376315789473684,0.003654212550607287
27-1010,47-2141,19,0.003376315789473684,0.003975155337438619
27-1010,51-4060,19,0.003376315789473684,0.003502739556947181
27-1010,51-5111,19,0.003376315789473684,0.0038921317822184697
27-1010,13-1110,19,0.003376315789473684,0.004271442187628334
27-1010,51-6041,19,0.003376315789473684,0.0036214301103636285
27-1020,41-3010,19,0.003376315789473684,0.003960205552981426
27-1020,43-9030,19,0.003376315789473684,0.00419748402255639
27-1020,41-2030,19,0.003376315789473684,0.003785397219560338
27-1020,17-1010,19,0.003376315789473684,0.0037016378837719296
27-1020,39-3090,19,0.003376315789473684,0.004022605602548036
27-1020,51-6092,19,0.003376315789473684,0.003449414129686962
27-1020,51-6050,19,0.003376315789473684,0.003616850705194358
27-1020,41-9010,19,0.003376315789473684,0.004004152174365022
27-1020,27-1010,19,0.003376315789473684,0.004137759042492596
27-1020,51-6041,19,0.003376315789473684,0.0036214301103636285
27-1020,17-2130,19,0.003376315789473684,0.004370780555792891
27-1020,51-4060,19,0.003376315789473684,0.003502739556947181
27-1020,17-2140,19,0.003376315789473684,0.004638840290321133
27-1020,17-3010,19,0.003376315789473684,0.004971783340928078
27-1020,25-4010,19,0.003376315789473684,0.004342656419603788
27-1020,51-9120,19,0.003376315789473684,0.003727468941892747
27-1020,47-2030,19,0.003376315789473684,0.003815003054953175
27-1020,51-4192,19,0.003376315789473684,0.0035771155508255935
27-1020,11-2020,19,0.003376315789473684,0.0039163433607175184
27-2010,11-9190,19,0.003376315789473684,0.004158834734174855
27-2010,13-1190,19,0.003376315789473684,0.004254854649736996
27-2010,27-2040,19,0.003376315789473684,0.003933881980592506
27-2010,27-2030,19,0.003376315789473684,0.003725490328385065
27-2010,13-1010,19,0.003376315789473684,0.004316948505076794
27-2010,25-1000,19,0.003376315789473684,0.004949767642296939
27-2010,27-3010,19,0.003376315789473684,0.003943075123706702
27-2010,27-3030,19,0.003376315789473684,0.004080181912614067
27-2010,27-1010,19,0.003376315789473684,0.004137759042492596
27-2010,27-3043,19,0.003376315789473684,0.004391821121617174
27-2010,13-1110,19,0.003376315789473684,0.004271442187628334
27-2010,27-3041,19,0.003376315789473684,0.004356865670067424
27-2010,39-5090,19,0.003376315789473684,0.004107680356193514
27-2010,27-4030,19,0.003376315789473684,0.004426086904946619
27-2010,27-4010,19,0.003376315789473684,0.00486782845243565
27-2010,13-1070,19,0.003376315789473684,0.0037947327941880962
27-2010,39-3090,19,0.003376315789473684,0.004022605602548036
27-2010,43-6010,19,0.003376315789473684,0.003996869222651773
27-2010,21-2020,19,0.003376315789473684,0.004402115865593736
27-2020,39-3090,19,0.003376315789473684,0.004022605602548036
27-2020,33-1012,19,0.003376315789473684,0.0037840167425775982
27-2020,25-3000,19,0.003376315789473684,0.005363644896555114
27-2020,29-9000,19,0.003376315789473684,0.005060191613289002
27-2020,39-2010,19,0.003376315789473684,0.003858971716976264
27-2020,39-9030,19,0.003376315789473684,0.004299712226594818
27-2020,13-1040,19,0.003376315789473684,0.003816126059653174
27-2020,27-2030,19,0.003376315789473684,0.003725490328385065
27-2020,13-1150,19,0.003376315789473684,0.004734206669997434
27-2020,27-2040,19,0.003376315789473684,0.003933881980592506
27-2020,33-3010,19,0.003376315789473684,0.0037010817776278303
27-2020,25-2030,19,0.003376315789473684,0.00602702992600549
27-2020,25-1000,19,0.003376315789473684,0.004949767642296939
27-2020,25-9030,19,0.003376315789473684,0.005255907725411078
27-2020,11-9030,19,0.003376315789473684,0.0049424188973221485
27-2020,11-3130,19,0.003376315789473684,0.0050817240790912484
27-2020,11-9070,19,0.003376315789473684,0.0036546608709273182
27-2020,11-9190,19,0.003376315789473684,0.004158834734174855
27-2020,13-1120,19,0.003376315789473684,0.0038192578823252198
27-2030,27-2040,18,0.0035638888888888886,0.003933881980592506
27-2030,25-1000,18,0.0035638888888888886,0.004949767642296939
27-2030,27-2010,18,0.0035638888888888886,0.004579718223791173
27-2030,25-3000,18,0.0035638888888888886,0.005363644896555114
27-2030,41-9010,18,0.0035638888888888886,0.004004152174365022
27-2030,29-1129,18,0.0035638888888888886,0.0047302525252525245
27-2030,39-3090,18,0.0035638888888888886,0.004022605602548036
27-2030,39-9030,18,0.0035638888888888886,0.004299712226594818
27-2030,25-2030,18,0.0035638888888888886,0.00602702992600549
27-2030,27-1010,18,0.0035638888888888886,0.004137759042492596
27-2030,39-5090,18,0.0035638888888888886,0.004107680356193514
27-2030,25-2020,18,0.0035638888888888886,0.005696505708716235
27-2030,27-2020,18,0.0035638888888888886,0.003523024749373434
27-2030,25-9030,18,0.0035638888888888886,0.005255907725411078
27-2030,27-1020,18,0.0035638888888888886,0.004273536604533569
27-2030,49-9060,18,0.0035638888888888886,0.0040472776040337555
27-2030,27-3043,18,0.0035638888888888886,0.004391821121617174
27-2030,51-6050,18,0.0035638888888888886,0.003616850705194358
27-2040,27-2030,18,0.0035638888888888886,0.003725490328385065
27-2040,29-1129,18,0.0035638888888888886,0.0047302525252525245
27-2040,27-2010,18,0.0035638888888888886,0.004579718223791173
27-2040,25-1000,18,0.0035638888888888886,0.004949767642296939
27-2040,27-4030,18,0.0035638888888888886,0.004426086904946619
27-2040,27-3043,18,0.0035638888888888886,0.004391821121617174
27-2040,27-4010,18,0.0035638888888888886,0.00486782845243565
27-2040,49-9060,18,0.0035638888888888886,0.0040472776040337555
27-2040,25-3000,18,0.0035638888888888886,0.005363644896555114
27-2040,27-1010,18,0.0035638888888888886,0.004137759042492596
27-2040,21-2020,18,0.0035638888888888886,0.004402115865593736
27-2040,27-2090,18,0.0035638888888888886,0.004454861111111111
27-2040,25-2030,18,0.0035638888888888886,0.00602702992600549
27-2040,27-3010,18,0.0035638888888888886,0.003943075123706702
27-2040,25-2020,18,0.0035638888888888886,0.005696505708716235
27-2040,27-2020,18,0.0035638888888888886,0.003523024749373434
27-2040,13-1010,18,0.0035638888888888886,0.004316948505076794
27-2040,19-3090,18,0.0035638888888888886,0.004010649348111
27-2090,27-3010,13,0.0049346153846153845,0.003943075123706702
27-2090,13-1120,13,0.0049346153846153845,0.0038192578823252198
27-2090,13-1010,13,0.0049346153846153845,0.004316948505076794
27-2090,27-2040,13,0.0049346153846153845,0.003933881980592506
27-2090,27-4010,13,0.0049346153846153845,0.00486782845243565
27-2090,49-2097,13,0.0049346153846153845,0.004249321028558645
27-2090,41-9010,13,0.0049346153846153845,0.004004152174365022
27-2090,27-2010,13,0.0049346153846153845,0.004579718223791173
27-2090,27-2030,13,0.0049346153846153845,0.003725490328385065
27-2090,35-9030,13,0.0049346153846153845,0.004064096849674595
27-2090,27-4020,13,0.0049346153846153845,0.003654212550607287
27-2090,27-1020,13,0.0049346153846153845,0.004273536604533569
27-2090,27-4030,13,0.0049346153846153845,0.004426086904946619
27-3010,27-3030,12,0.005345833333333333,0.004080181912614067
27-3010,27-2010,12,0.005345833333333333,0.004579718223791173
27-3010,27-3043,12,0.005345833333333333,0.004391821121617174
27-3010,27-3041,12,0.005345833333333333,0.004356865670067424
27-3010,27-4030,12,0.005345833333333333,0.004426086904946619
27-3010,27-2090,12,0.005345833333333333,0.004454861111111111
27-3010,27-4010,12,0.005345833333333333,0.00486782845243565
27-3010,13-1010,12,0.005345833333333333,0.004316948505076794
27-3010,27-2040,12,0.005345833333333333,0.003933881980592506
27-3010,41-3010,12,0.005345833333333333,0.003960205552981426
27-3010,49-2097,12,0.005345833333333333,0.004249321028558645
27-3010,11-2010,12,0.005345833333333333,0.004042803205931495
27-3020,27-3010,15,0.0042766666666666665,0.003943075123706702
27-3020,27-3041,15,0.0042766666666666665,0.004356865670067424
27-3020,27-3043,15,0.0042766666666666665,0.004391821121617174
27-3020,27-3030,15,0.0042766666666666665,0.004080181912614067
27-3020,27-4030,15,0.0042766666666666665,0.004426086904946619
27-3020,27-2010,15,0.0042766666666666665,0.004579718223791173
27-3020,43-9080,15,0.0042766666666666665,0.0042307808019988
27-3020,19-3090,15,0.0042766666666666665,0.004010649348111
27-3020,27-3042,15,0.0042766666666666665,0.005003979485791985
27-3020,33-3020,15,0.0042766666666666665,0.003858722397528512
27-3020,43-4020,15,0.0042766666666666665,0.003960310635950285
27-3020,19-4060,15,0.0042766666666666665,0.0042936579915143795
27-3020,15-2090,15,0.0042766666666666665,0.004262290737835435
27-3020,19-3040,15,0.0042766666666666665,0.0038522931385779682
27-3020,25-1000,15,0.0042766666666666665,0.004949767642296939
27-3030,11-2010,14,0.004582142857142857,0.004042803205931495
27-3030,27-3043,14,0.004582142857142857,0.004391821121617174
27-3030,11-2020,14,0.004582142857142857,0.0039163433607175184
27-3030,41-3010,14,0.004582142857142857,0.003960205552981426
27-3030,27-2010,14,0.004582142857142857,0.004579718223791173
27-3030,13-1130,14,0.004582142857142857,0.004316613553113554
27-3030,13-1010,14,0.004582142857142857,0.004316948505076794
27-3030,13-1160,14,0.004582142857142857,0.003975940883151506
27-3030,11-1010,14,0.004582142857142857,0.003999322592347167
27-3030,13-1110,14,0.004582142857142857,0.004271442187628334
27-3030,27-1010,14,0.004582142857142857,0.004137759042492596
27-3030,13-1120,14,0.004582142857142857,0.0038192578823252198
27-3030,25-1000,14,0.004582142857142857,0.004949767642296939
27-3030,43-6010,14,0.004582142857142857,0.003996869222651773
27-3041,43-9080,12,0.005345833333333333,0.0042307808019988
27-3041,27-4030,12,0.005345833333333333,0.004426086904946619
27-3041,27-3043,12,0.005345833333333333,0.004391821121617174
27-3041,27-3042,12,0.005345833333333333,0.005003979485791985
27-3041,43-9030,12,0.005345833333333333,0.00419748402255639
27-3041,27-3030,12,0.005345833333333333,0.004080181912614067
27-3041,27-2010,12,0.005345833333333333,0.004579718223791173
27-3041,27-1010,12,0.005345833333333333,0.004137759042492596
27-3041,43-4020,12,0.005345833333333333,0.003960310635950285
27-3041,27-1020,12,0.005345833333333333,0.004273536604533569
27-3041,25-4030,12,0.005345833333333333,0.004691329584614946
27-3041,25-1000,12,0.005345833333333333,0.004949767642296939
27-3042,27-3041,14,0.004582142857142857,0.004356865670067424
27-3042,27-3043,14,0.004582142857142857,0.004391821121617174
27-3042,11-9190,14,0.004582142857142857,0.004158834734174855
27-3042,13-1190,14,0.004582142857142857,0.004254854649736996
27-3042,15-2090,14,0.004582142857142857,0.004262290737835435
27-3042,19-4060,14,0.004582142857142857,0.0042936579915143795
27-3042,43-9080,14,0.004582142857142857,0.0042307808019988
27-3042,17-3010,14,0.004582142857142857,0.004971783340928078
27-3042,43-9110,14,0.004582142857142857,0.004031436351139952
27-3042,17-2110,14,0.004582142857142857,0.004419238682021347
27-3042,43-4070,14,0.004582142857142857,0.004151627854143334
27-3042,15-2030,14,0.004582142857142857,0.004188339654841202
27-3042,17-3020,14,0.004582142857142857,0.004390182014608795
27-3042,43-4020,14,0.004582142857142857,0.003960310635950285
27-3043,27-3041,18,0.0035638888888888886,0.004356865670067424
27-3043,41-3010,18,0.0035638888888888886,0.003960205552981426
27-3043,27-3042,18,0.0035638888888888886,0.005003979485791985
27-3043,11-2010,18,0.0035638888888888886,0.004042803205931495
27-3043,27-2040,18,0.0035638888888888886,0.003933881980592506
27-3043,43-9080,18,0.0035638888888888886,0.0042307808019988
27-3043,27-3030,18,0.0035638888888888886,0.004080181912614067
27-3043,27-2010,18,0.0035638888888888886,0.004579718223791173
27-3043,27-4030,18,0.0035638888888888886,0.004426086904946619
27-3043,27-1010,18,0.0035638888888888886,0.004137759042492596
27-3043,27-1020,18,0.0035638888888888886,0.004273536604533569
27-3043,25-1000,18,0.0035638888888888886,0.004949767642296939
27-3043,19-3090,18,0.0035638888888888886,0.004010649348111
27-3043,13-1160,18,0.0035638888888888886,0.003975940883151506
27-3043,13-1010,18,0.0035638888888888886,0.004316948505076794
27-3043,11-2020,18,0.0035638888888888886,0.0039163433607175184
27-3043,27-3010,18,0.0035638888888888886,0.003943075123706702
27-3043,25-4010,18,0.0035638888888888886,0.004342656419603788
27-3090,29-1127,16,0.004009375,0.005485843253968253
27-3090,31-9099,16,0.004009375,0.0049403625896299345
27-3090,25-1000,16,0.004009375,0.004949767642296939
27-3090,43-9080,16,0.004009375,0.0042307808019988
27-3090,25-3000,16,0.004009375,0.005363644896555114
27-3090,25-2030,16,0.004009375,0.00602702992600549
27-3090,25-9030,16,0.004009375,0.005255907725411078
27-3090,27-3042,16,0.004009375,0.005003979485791985
27-3090,43-9022,16,0.004009375,0.0043870994845306545
27-3090,19-4060,16,0.004009375,0.0042936579915143795
27-3090,25-2020,16,0.004009375,0.005696505708716235
27-3090,25-4030,16,0.004009375,0.004691329584614946
27-3090,19-3090,16,0.004009375,0.004010649348111
27-3090,31-9094,16,0.004009375,0.003804719350459482
27-3090,43-9021,16,0.004009375,0.004143482270653323
27-3090,43-4120,16,0.004009375,0.0047967885075450864
27-4010,27-4090,14,0.004582142857142857,0.0037582871271315543
27-4010,49-2094,14,0.004582142857142857,0.0040857220535092855
27-4010,49-2097,14,0.004582142857142857,0.004249321028558645
27-4010,17-3020,14,0.004582142857142857,0.004390182014608795
27-4010,51-8010,14,0.004582142857142857,0.003923590467850432
27-4010,27-2010,14,0.004582142857142857,0.004579718223791173
27-4010,27-4030,14,0.004582142857142857,0.004426086904946619
27-4010,39-3020,14,0.004582142857142857,0.003635568609022556
27-4010,17-2070,14,0.004582142857142857,0.004659427070408737
27-4010,49-2020,14,0.004582142857142857,0.005932139379630994
27-4010,49-9060,14,0.004582142857142857,0.0040472776040337555
27-4010,49-2093,14,0.004582142857142857,0.00386742006886984
27-4010,49-2091,14,0.004582142857142857,0.004064639975384423
27-4010,51-9199,14,0.004582142857142857,0.004792715991367308
27-4020,51-9150,11,0.005831818181818182,0.003997639142977766
27-4020,27-1010,11,0.005831818181818182,0.004137759042492596
27-4020,51-5111,11,0.005831818181818182,0.0038921317822184697
27-4020,27-4030,11,0.005831818181818182,0.004426086904946619
27-4020,27-3043,11,0.005831818181818182,0.004391821121617174
27-4020,49-9060,11,0.005831818181818182,0.0040472776040337555
27-4020,27-2010,11,0.005831818181818182,0.004579718223791173
27-4020,27-1020,11,0.005831818181818182,0.004273536604533569
27-4020,39-5090,11,0.005831818181818182,0.004107680356193514
27-4020,27-4010,11,0.005831818181818182,0.00486782845243565
27-4020,27-3042,11,0.005831818181818182,0.005003979485791985
27-4030,27-3041,19,0.003376315789473684,0.004356865670067424
27-4030,27-1010,19,0.003376315789473684,0.004137759042492596
27-4030,43-9030,19,0.003376315789473684,0.00419748402255639
27-4030,27-4010,19,0.003376315789473684,0.00486782845243565
27-4030,49-2091,19,0.003376315789473684,0.004064639975384423
27-4030,49-9060,19,0.003376315789473684,0.0040472776040337555
27-4030,27-2010,19,0.003376315789473684,0.004579718223791173
27-4030,27-4090,19,0.003376315789473684,0.0037582871271315543
27-4030,27-1020,19,0.003376315789473684,0.004273536604533569
27-4030,39-3020,19,0.003376315789473684,0.003635568609022556
27-4030,43-9080,19,0.003376315789473684,0.0042307808019988
27-4030,19-4090,19,0.003376315789473684,0.004249118536750644
27-4030,19-2090,19,0.003376315789473684,0.0037830083732057424
27-4030,17-3020,19,0.003376315789473684,0.004390182014608795
27-4030,49-2094,19,0.003376315789473684,0.0040857220535092855
27-4030,51-9150,19,0.003376315789473684,0.003997639142977766
27-4030,27-3043,19,0.003376315789473684,0.004391821121617174
