OCC_source,OCC_target,transition_prob_BLS_ASECnorm_corr,transition_prob_BLS_ASECnorm_in_corr,OCC_TITLE_OCC,OCC_TITLE_OCCLY,EMPOCCLY_unadj_BLS,EMPOCC_unadj_BLS,TOT_EMP_OCC,A_MEAN_OCC,TOT_EMP_OCCLY
23-1020,43-4070,5.0179160075602007e-05,1.6757177882113687e-05,File Clerks,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,1891374.56,110020,33810,49040
23-1020,23-2010,0.00034739043827828974,6.595378404050439e-05,Paralegals and Legal Assistants,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,3326849.68,309940,54500,49040
23-1020,43-4030,2.5203524741734157e-05,2.164913668121067e-05,"Court, Municipal, and License Clerks","Judges, Magistrates, and Other Judicial Workers",631618.781499588,735318.91,142350,41100,49040
23-1020,23-1012,0.00023708674602959158,0.0017768940806671193,Judicial Law Clerks,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,84275.39,16350,59540,49040
23-2090,11-1010,0.00010339600792014178,1.647497067352857e-05,Chief Executives,Miscellaneous Legal Support Workers,1606863.19,10084584.817305785,195530,200140,109820
23-2090,11-1020,0.0025759489207043194,0.0005109424920867251,General and Operations Managers,Miscellaneous Legal Support Workers,1606863.19,8101102.5,2289770,123880,109820
23-2090,11-1030,2.6614438084287494e-05,1.6474970673528574e-05,Legislators,Miscellaneous Legal Support Workers,1606863.19,2595801.942694215,50330,47620,109820
23-2090,11-9130,0.00015179234321037715,0.0002511567126032957,Postmasters and Mail Superintendents,Miscellaneous Legal Support Workers,1606863.19,971144.7737168736,13770,77040,109820
23-2090,11-9140,0.002880014010402467,0.0008334985337608052,"Property, Real Estate, and Community Association Managers",Miscellaneous Legal Support Workers,1606863.19,5552245.52,202550,71730,109820
23-2090,11-9150,0.0013890031297561806,0.0006839433911663678,Social and Community Service Managers,Miscellaneous Legal Support Workers,1606863.19,3263337.33,149870,71670,109820
23-2090,11-9190,0.005102074664596305,0.0002511567126032957,Miscellaneous Managers,Miscellaneous Legal Support Workers,1606863.19,32642312.786283128,462840,115590,109820
23-2090,13-2070,0.001937684253007252,0.0011311202069230638,Credit Counselors and Loan Officers,Miscellaneous Legal Support Workers,1606863.19,2752663.67,340690,73490,109820
23-2090,15-1120,0.0007306938184326694,0.00022751934870757416,Computer and Information Analysts,Miscellaneous Legal Support Workers,1606863.19,5160550.109999999,696030,94990,109820
23-2090,15-1132,0.001946807300112847,0.0004046700747309205,"Software Developers, Applications",Miscellaneous Legal Support Workers,1606863.19,7733596.5582737345,903160,108080,109820
23-2090,15-1133,0.0008737094235293194,0.00040467007473092044,"Software Developers, Systems Software",Miscellaneous Legal Support Workers,1606863.19,3470767.851726264,405330,114000,109820
23-2090,23-1011,0.005139713110192623,0.0009944881156223385,Lawyers,Miscellaneous Legal Support Workers,1606863.19,8304589.742392923,642750,144230,109820
23-2090,23-1020,0.0003921455168010054,0.0009944881156223385,"Judges, Magistrates, and Other Judicial Workers",Miscellaneous Legal Support Workers,1606863.19,633616.6176070772,49040,109170,109820
23-2090,41-2030,0.000773233220931522,5.148322671476469e-05,Retail Salespersons,Miscellaneous Legal Support Workers,1606863.19,24133685.46,4448120,28310,109820
23-2090,13-1020,0.0010360900731069707,0.00041409229512867304,Buyers and Purchasing Agents,Miscellaneous Legal Support Workers,1606863.19,4020492.58,407410,67530,109820
23-2090,13-1190,0.00018386475080059558,0.0001431850906230521,Miscellaneous Business Operations Specialists,Miscellaneous Legal Support Workers,1606863.19,2063381.73,1060580,76960,109820
23-2090,41-3020,0.0032066413818341317,0.0010585137815978486,Insurance Sales Agents,Miscellaneous Legal Support Workers,1606863.19,4867800.58,393830,67890,109820
23-2090,43-6010,0.0032695148116498956,0.00022508750123480988,Secretaries and Administrative Assistants,Miscellaneous Legal Support Workers,1606863.19,23340536.33,3498120,42320,109820
23-2090,43-9021,0.002648005459630948,0.0017419680592896808,Data Entry Keyers,Miscellaneous Legal Support Workers,1606863.19,2442629.46,174930,33740,109820
23-2090,31-1010,0.001253069964220165,0.00012708471705317166,"Nursing, Psychiatric, and Home Health Aides",Miscellaneous Legal Support Workers,1606863.19,15843856.34,2355640,28180,109820
23-2090,25-2010,0.0004069120532906103,0.00010966487738669799,Preschool and Kindergarten Teachers,Miscellaneous Legal Support Workers,1606863.19,5962273.57,555680,40070,109820
23-2090,15-2030,0.000624953017935522,0.0008605277638659729,Operations Research Analysts,Miscellaneous Legal Support Workers,1606863.19,1166974.55,104200,88350,109820
23-2090,23-2010,0.00605923146450321,0.002926599316624368,Paralegals and Legal Assistants,Miscellaneous Legal Support Workers,1606863.19,3326849.68,309940,54500,109820
23-2090,43-4030,0.0008831604388174454,0.001929935407209914,"Court, Municipal, and License Clerks",Miscellaneous Legal Support Workers,1606863.19,735318.91,142350,41100,109820
23-2090,23-2090,0.9484778576575645,0.9454081789472842,Miscellaneous Legal Support Workers,Miscellaneous Legal Support Workers,1606863.19,1612080.57,109820,60710,109820
23-2090,39-4010,0.000818737018261516,0.09960454907930111,Embalmers,Miscellaneous Legal Support Workers,1606863.19,13208.215780258814,4070,46640,109820
23-2090,39-4020,0.00710913175070319,0.09960454907930105,Funeral Attendants,Miscellaneous Legal Support Workers,1606863.19,114687.5542197412,35340,28480,109820
25-1000,11-1010,0.00026659306184504273,0.00031433725764370925,Chief Executives,Postsecondary Teachers,11890634.79,10084584.817305785,195530,200140,1517100
25-1000,11-1030,6.862184218616578e-05,0.0003143372576437093,Legislators,Postsecondary Teachers,11890634.79,2595801.942694215,50330,47620,1517100
25-1000,11-2020,0.0007831005799480953,0.001128107591003096,Marketing and Sales Managers,Postsecondary Teachers,11890634.79,8254144.44,619500,143000,1517100
25-1000,11-3030,9.836304122162006e-05,0.00011741132187623651,Financial Managers,Postsecondary Teachers,11890634.79,9961552.1,608120,146830,1517100
25-1000,11-9010,0.00023415091365361828,0.0003851726076094907,"Farmers, Ranchers, and Other Agricultural Managers",Postsecondary Teachers,11890634.79,7228455.36,4770,79940,1517100
25-1000,11-9030,0.0008130991045264453,0.001260651266442893,Education Administrators,Postsecondary Teachers,11890634.79,7669261.72,498200,97030,1517100
25-1000,11-9110,0.0002943213345466815,0.000690363587442156,Medical and Health Services Managers,Postsecondary Teachers,11890634.79,5069310.67,372670,113730,1517100
25-1000,11-9130,9.438683871551304e-05,0.0011556664449249234,Postmasters and Mail Superintendents,Postsecondary Teachers,11890634.79,971144.7737168736,13770,77040,1517100
25-1000,11-9150,0.00010152805307041137,0.0003699381577570468,Social and Community Service Managers,Postsecondary Teachers,11890634.79,3263337.33,149870,71670,1517100
25-1000,11-9190,0.003172549341400737,0.0011556664449249234,Miscellaneous Managers,Postsecondary Teachers,11890634.79,32642312.786283128,462840,115590,1517100
25-1000,13-1110,0.0012224532379233888,0.002077758229697891,Management Analysts,Postsecondary Teachers,11890634.79,6995878.92,684470,94390,1517100
25-1000,13-1130,5.638752781843701e-05,0.001040169963455704,Fundraisers,Postsecondary Teachers,11890634.79,644590.33,75700,61610,1517100
25-1000,13-1160,4.085185598404877e-05,0.00021856290589584654,Market Research Analysts and Marketing Specialists,Postsecondary Teachers,11890634.79,2222492.87,638200,70960,1517100
25-1000,13-2010,0.0009318587439350663,0.0007407561560252736,Accountants and Auditors,Postsecondary Teachers,11890634.79,14958217.91,1259930,78820,1517100
25-1000,13-2052,0.0009585436523191709,0.003015874980242681,Personal Financial Advisors,Postsecondary Teachers,11890634.79,3779232.42,200260,121770,1517100
25-1000,15-1120,0.0005802712909661233,0.0013370268387918047,Computer and Information Analysts,Postsecondary Teachers,11890634.79,5160550.109999999,696030,94990,1517100
25-1000,15-1132,0.0005732259241626593,0.0008817187676112791,"Software Developers, Applications",Postsecondary Teachers,11890634.79,7733596.5582737345,903160,108080,1517100
25-1000,15-1133,0.0002572585852350089,0.0008817187676112792,"Software Developers, Systems Software",Postsecondary Teachers,11890634.79,3470767.851726264,405330,114000,1517100
25-1000,17-2050,0.0001955815682738667,0.0007290096979280926,Civil Engineers,Postsecondary Teachers,11890634.79,3190065.93,306030,93720,1517100
25-1000,17-2070,0.0008835949203347787,0.003970446550318492,Electrical and Electronics Engineers,Postsecondary Teachers,11890634.79,2646177.04,320610,104250,1517100
25-1000,17-2199,0.00043191592296814625,0.00137343020034071,"Engineers, All Other",Postsecondary Teachers,11890634.79,3739363.31,142030,99410,1517100
25-1000,19-2090,0.0011795756700723628,0.0075511080040535075,Miscellaneous Physical Scientists,Postsecondary Teachers,11890634.79,1857462.97,17380,110090,1517100
25-1000,23-1011,3.717231876979164e-05,5.322387745811678e-05,Lawyers,Postsecondary Teachers,11890634.79,8304589.742392923,642750,144230,1517100
25-1000,23-1020,2.8361423764614274e-06,5.3223877458116795e-05,"Judges, Magistrates, and Other Judicial Workers",Postsecondary Teachers,11890634.79,633616.6176070772,49040,109170,1517100
25-1000,25-1000,0.9451925678477591,0.9371026192663345,Postsecondary Teachers,Postsecondary Teachers,11890634.79,11993285.9,1517100,85190,1517100
25-1000,25-3000,0.0022361695123595663,0.003684912194978194,Other Teachers and Instructors,Postsecondary Teachers,11890634.79,7215768.95,1203570,40250,1517100
25-1000,25-9010,8.77334184645874e-06,0.0020454522859029087,Audio-Visual and Multimedia Collections Specialists,Postsecondary Teachers,11890634.79,51001.24041173402,9540,52270,1517100
25-1000,25-9020,7.375492831090055e-06,0.002045452285902909,Farm and Home Management Advisors,Postsecondary Teachers,11890634.79,42875.25661447662,8020,52700,1517100
25-1000,25-9030,0.00015072858790718966,0.0020454522859029095,Instructional Coordinators,Postsecondary Teachers,11890634.79,876216.2791911126,163900,67490,1517100
25-1000,25-9040,0.0021727545632574253,0.003160826602597811,Teacher Assistants,Postsecondary Teachers,11890634.79,8173631.22,1331560,28750,1517100
25-1000,25-9090,9.802416220272937e-05,0.0020454522859029095,"Miscellaneous Education, Training, and Library Workers",Postsecondary Teachers,11890634.79,569834.6137826765,106590,46680,1517100
25-1000,27-3043,0.0003577675687741815,0.0023296529354575974,Writers and Authors,Postsecondary Teachers,11890634.79,1826058.91,45210,73090,1517100
25-1000,33-9030,0.00023732896097130907,0.00037718909368357343,Security Guards and Gaming Surveillance Officers,Postsecondary Teachers,11890634.79,7481637.32,1124610,32090,1517100
25-1000,41-2010,0.002359266052271041,0.001229373239578205,Cashiers,Postsecondary Teachers,11890634.79,22819083.82,3657570,23270,1517100
25-1000,41-2030,0.0009000756636643785,0.00044346608468642893,Retail Salespersons,Postsecondary Teachers,11890634.79,24133685.46,4448120,28310,1517100
25-1000,43-3030,0.0004216726515069429,0.0005148123907813357,"Bookkeeping, Accounting, and Auditing Clerks",Postsecondary Teachers,11890634.79,9739383.88,1530430,42110,1517100
25-1000,43-4050,0.0004073401534519756,0.0002830990196839591,Customer Service Representatives,Postsecondary Teachers,11890634.79,17108971.29,2871400,36470,1517100
25-1000,43-9060,0.0005429324938504818,0.0006955150401793588,"Office Clerks, General",Postsecondary Teachers,11890634.79,9282059.52,2972930,35200,1517100
25-1000,11-3070,0.0002306782647387995,0.001238115773647705,"Transportation, Storage, and Distribution Managers",Postsecondary Teachers,11890634.79,2215391.37,124810,102850,1517100
25-1000,11-9050,0.0006042122331468898,0.0008271231749039508,Food Service Managers,Postsecondary Teachers,11890634.79,8686090.8,219160,58960,1517100
25-1000,13-1020,0.0003026418743452131,0.0008950654499155921,Buyers and Purchasing Agents,Postsecondary Teachers,11890634.79,4020492.58,407410,67530,1517100
25-1000,13-1070,0.0001279705017329861,0.0002850633254766798,Human Resources Workers,Postsecondary Teachers,11890634.79,5337938.5,671140,67240,1517100
25-1000,13-1190,3.581495080129359e-05,0.00020639055479084814,Miscellaneous Business Operations Specialists,Postsecondary Teachers,11890634.79,2063381.73,1060580,76960,1517100
25-1000,17-3020,0.00017662017521269778,0.0006572212922003582,"Engineering Technicians, Except Drafters",Postsecondary Teachers,11890634.79,3195462.51,430400,61380,1517100
25-1000,19-2040,0.00029684891196628873,0.0039068241799397815,Environmental Scientists and Geoscientists,Postsecondary Teachers,11890634.79,903476.03,116020,85480,1517100
25-1000,19-3090,0.0003148326448599974,0.007479128849988941,Miscellaneous Social Scientists and Related Workers,Postsecondary Teachers,11890634.79,500534.23,51640,85320,1517100
25-1000,21-1010,0.0003842061067960863,0.0007040372291628992,Counselors,Postsecondary Teachers,11890634.79,6488938.81,735100,51920,1517100
25-1000,21-2010,0.000358762175051211,0.0012189730976248346,Clergy,Postsecondary Teachers,11890634.79,3499593.23,50960,53290,1517100
25-1000,27-2020,0.00026889825955204533,0.0014622891422610368,"Athletes, Coaches, Umpires, and Related Workers",Postsecondary Teachers,11890634.79,2186551.83,266860,45080,1517100
25-1000,27-3030,0.00031645947137865123,0.003040514266132879,Public Relations Specialists,Postsecondary Teachers,11890634.79,1237588.01,239030,68440,1517100
25-1000,29-9000,0.0008687227538673735,0.01214642597462796,Other Healthcare Practitioners and Technical Occupations,Postsecondary Teachers,11890634.79,850428.35,168630,66590,1517100
25-1000,35-3030,0.00037017733516647684,0.0003046458004673751,Waiters and Waitresses,Postsecondary Teachers,11890634.79,14448397.1,2582410,25830,1517100
25-1000,41-9020,0.0005075855163826792,0.0008857621673500785,Real Estate Brokers and Sales Agents,Postsecondary Teachers,11890634.79,6813921.64,197080,65240,1517100
25-1000,43-1010,0.0003794651067573491,0.00039109305611116516,First-Line Supervisors of Office and Administrative Support Workers,Postsecondary Teachers,11890634.79,11537103.33,1477560,59340,1517100
25-1000,43-4170,0.00035398858634022514,0.00040771910619194095,Receptionists and Information Clerks,Postsecondary Teachers,11890634.79,10323649.14,1043630,30350,1517100
25-1000,43-6010,0.0008320670153220641,0.00042388935970093017,Secretaries and Administrative Assistants,Postsecondary Teachers,11890634.79,23340536.33,3498120,42320,1517100
25-1000,43-9190,0.0003866945778089952,0.0010263185420937757,Miscellaneous Office and Administrative Support Workers,Postsecondary Teachers,11890634.79,4480133.42,196570,37480,1517100
25-1000,13-1150,5.331897843950179e-05,0.0005413418014458654,Training and Development Specialists,Postsecondary Teachers,11890634.79,1171157.48,291380,65120,1517100
25-1000,15-1131,0.000371843268091829,0.0011399028981015453,Computer Programmers,Postsecondary Teachers,11890634.79,3878797.49,230470,89580,1517100
25-1000,15-1134,0.00013281187488224923,0.0009600132469660876,Web Developers,Postsecondary Teachers,11890634.79,1644995.53,127300,75580,1517100
25-1000,21-1020,0.0005191245134524899,0.0009413965287901738,Social Workers,Postsecondary Teachers,11890634.79,6556981.9,662550,53060,1517100
25-1000,21-1090,2.8668906750604185e-05,0.00010852214936427053,Miscellaneous Community and Social Service Specialists,Postsecondary Teachers,11890634.79,3141215.89,693040,42820,1517100
25-1000,25-2030,0.001003256614191243,0.0012520611460352055,Secondary School Teachers,Postsecondary Teachers,11890634.79,9527775.89,1129040,64230,1517100
25-1000,27-1020,0.0006419108092041568,0.0011005061883778656,Designers,Postsecondary Teachers,11890634.79,6935651.14,519180,50020,1517100
25-1000,39-9030,0.00046080512914315147,0.0018092072086509474,Recreation and Fitness Workers,Postsecondary Teachers,11890634.79,3028545.03,662040,35890,1517100
25-1000,43-5080,0.0005111976448147223,0.0005250067341565117,Stock Clerks and Order Fillers,Postsecondary Teachers,11890634.79,11577879.11,2056030,28520,1517100
